Molecule	COR-7349-D2-POST	COR-6215-D2-POST	COR-3717-D2-POST	COR-8330-D2-POST	COR-8763-D2-POST	COR-4361-D2-POST	COR-8843-D2-POST	COR-9546-D2-POST	COR-1481-D2-POST	COR-5218-D2-POST	COR-6604-D2-POST	COR-8468-D2-POST	COR-6302-D2-POST	COR-9198-D2-POST	COR-7256-D2-POST	COR-3195-D2-POST	COR-1957-D2-POST	COR-7085-D2-POST	COR-6176-D2-POST	COR-3560-D2-POST	COR-3661-D2-POST	COR-3708-D2-POST	COR-9818-D2-POST	COR-3504-D2-POST	COR-2465-D2-POST	COR-7414-D2-POST	COR-6698-D2-POST	COR-2674-D2-POST	COR-9151-D2-POST	COR-8066-D2-POST	COR-6685-D2-POST	COR-4856-D2-POST	COR-9223-D2-POST	COR-7101-D2-POST	COR-5623-D2-POST	COR-4181-D2-POST	COR-3427-D2-POST	COR-3194-D2-POST	COR-1548-D2-POST	COR-2400-D2-POST	COR-3315-D2-POST	COR-9446-D2-POST	COR-5554-D2-POST	COR-5136-D2-POST	COR-1168-D2-POST	COR-1665-D2-POST	COR-3985-D2-POST	COR-1002-D2-POST	COR-6913-D2-POST	COR-8446-D2-POST	COR-5087-D2-POST	COR-2349-D2-POST	COR-9359-D2-POST	COR-4616-D2-POST	COR-5429-D2-POST	COR-6308-D2-POST	COR-9348-D2-POST	COR-4994-D2-POST	COR-8852-D2-POST	COR-3309-D2-POST	COR-1278-D2-POST	COR-8111-D2-POST	COR-1404-D2-POST	COR-2854-D2-POST	COR-6297-D2-POST	COR-9350-D2-POST	COR-6709-D2-POST	COR-9643-D2-POST	COR-5319-D2-POST	COR-9943-D2-POST	COR-8625-D2-POST	COR-9970-D2-POST	COR-5456-D2-POST	COR-7257-D2-POST	COR-4806-D2-POST	COR-4847-D2-POST	COR-3722-D2-POST	COR-4271-D2-POST	COR-2455-D2-POST	COR-2823-D2-POST	COR-1592-D2-POST	COR-1433-D2-POST	COR-5797-D2-POST	COR-2950-D2-POST	COR-7717-D2-POST	COR-7714-D2-POST	COR-6711-D2-POST	COR-1141-D2-POST	COR-4617-D2-POST	COR-9868-D2-POST	COR-7264-D2-POST	COR-7610-D2-POST	COR-4209-D2-POST	COR-9504-D2-POST	COR-6813-D2-POST	COR-1699-D2-POST	COR-9633-D2-POST	COR-5449-D2-POST	COR-5530-D2-POST	COR-5800-Other	COR-4582-D1-PRE	COR-6048-D1-PRE	COR-3676-Other
CTSD	7.266786541	8.951284715	7.016808288	8.303780748	7.906890596	6.129283017	10.6128685	7.900866808	6.820178962	7.994353437	6.930737338	8.73470962	8.493855449	7.515699838	7.471675214	5.977279923	9.56414949	7.247927513	7.339850003	9.796039609	8.350939182	10.45635442	6.807354922	9.744833837	7.475733431	9.531381461	6.665335917	9.143383214	8.224001674	10.14529533	8.541096615	5.977279923	7.531381461	7.194756854	8.951284715	7.06608919	8.766528909	10.40407714	9.531381461	8.782998209	9.296916207	7.144658243	8.214319121	7.832890014	6.672425342	10.12023788	6.459431619	9.535275377	5.754887502	6.672425342	6.523561956	9.059344461	6.8008999	6.794415866	9.438791853	11.69740201	7.011227255	10.25856603	7.535275377	9.388017285	7.409390936	10.16679075	7.888743249	11.5943246	11.03823313	12.07028869	7.199672345	7.209453366	6.930737338	7.658211483	7.164906927	10.29232163	7.942514505	8.927777962	8.092757141	11.24257869	13.12670447	10.03891899	8.689997971	10.23601419	7.682994584	8.54689446	6.022367813	8.62388149	9.100662339	8.283088353	6.994353437	7.900866808	8.707359132	8.562242424	8.672425342	7.936637939	8.908392621	8.652844973	9.512740463	7.252665432	6.95419631	6.960001932	7.754887502	10.41151099	10.01192607	8.172427509	8.52160044
CTSH	7.169925001	9.202123824	6.787902559	8.945443836	8.353146825	6.426264755	6.400879436	8.535275377	7.539158811	7.64385619	6.189824559	9.368506462	8.379378367	7.285402219	7.562242424	6.285402219	10.28193003	6	7.535275377	8.768184325	8.430452552	9.440869168	6.768184325	9.780539767	6.930737338	10.215533	6.14974712	8.906890596	7.434628228	10.33706434	7.361943774	6.21916852	8.147204925	7.741466986	9.083479327	7.417852515	8.894817763	8.491853096	7.321928095	9.540128039	9.063395081	7.303780748	7.826548487	8.400879436	6.584962501	10.83762793	6.22881869	10.01820018	5.475733431	6.129283017	6.714245518	9.686500527	6.62935662	7.22881869	9.338736383	6.539158811	7.511752654	10.92555444	7.900866808	7.321928095	7.897845456	6.539158811	8.049848549	7.271463028	11.56128795	8.247927513	7.607330314	7.46760555	6.209453366	7.686500527	7.515699838	11.14529533	8.315149562	7.845490051	10.01262454	6.686500527	7.703903573	7.330916878	8.988684687	9.670656249	7.813781191	7.686500527	5.95419631	9.17990909	7.982993575	7.370687407	7.129283017	8.475733431	8.558420713	8.611024797	8.59058705	8.247927513	8.409390936	8.471675214	6.562242424	7.413627929	7.400879436	7.169925001	8.238404739	7.897845456	9.079484784	8.675957033	8.850186838
CTSK	7.06608919	8.73470962	6.392317423	8.250298418	7.603626345	6.375039431	8.731319031	7.672425342	6.988684687	7.426264755	6.636624621	9.051208941	7.647458426	6.965784285	7.294620749	5.614709844	9.430452552	6.285402219	7.044394119	8.912889336	8.06608919	8.689997971	6.442943496	9.044394119	6.832890014	9.631177056	5.930737338	9.409390936	7.54689446	9.583082768	7.139551352	6.044394119	7.271463028	8.981567282	8.13442632	7.098032083	8.652844973	8.005624549	7.108524457	8.658211483	8.438791853	6.781359714	7.73470962	7.6794801	6.285402219	9.945443836	6.434628228	10.86263736	5.321928095	8.584962501	6.672425342	8.965784285	6.022367813	6.727920455	8.933690655	6.50779464	6.768184325	10.15608308	7.577428828	7.417852515	7.599912842	6.357552005	7.924812504	10.18363538	10.63026713	8.784634846	6.727920455	6.832890014	6.366322214	8.77148947	6.930737338	10.203348	7.714245518	7.139551352	7.321928095	6.820178962	8.485829309	6.781359714	8.321928095	8.6794801	7.366322214	9.463524373	6.169925001	8.317412614	7.813781191	6.882643049	7.049848549	7.714245518	7.787902559	8.531381461	8.118941073	7.487840034	7.839203788	7.960001932	6.266786541	7.361943774	6.857980995	6.686500527	7.321928095	7.366322214	8.394462695	7.985841937	9.052568051
CTSW	8.321928095	8.236014192	7.252665432	9.699572453	7.900866808	5.672425342	9.945443836	7.383704292	7.276124405	10.34706766	7.290018847	8.266786541	7.413627929	6.930737338	8.667111542	5.977279923	8.994353437	7.164906927	6.965784285	10.05052891	8.379378367	8.87958325	7.257387843	8.52160044	8.560332834	9.126704473	6.614709844	8.702172685	10.58214198	9.594324604	8.353146825	6.409390936	7.832890014	6.942514505	7.447083226	7.531381461	8.784634846	8.368506462	9.46760555	9.328674927	8.820178962	6.523561956	9.644757593	7.665335917	7.189824559	10.60733031	7.741466986	8.826548487	5.807354922	6.321928095	6.442943496	8.346513733	6.658211483	9.651051691	10.11504365	7.523561956	6.303780748	9.315149562	8.400879436	7.654636029	8.174925683	7.276124405	8.445014846	11.98637538	10.12153352	10.3376219	7.479780264	6.845490051	6.894817763	6.303780748	7.129283017	9.215533	7.588714636	8.142107057	7.851749041	7.199672345	9.56414949	7.842350343	8.499845887	8.233619677	9.49285462	8.957102042	7.558420713	8.139551352	9.301496195	7.447083226	9.13442632	7.982993575	10.60362634	7.071462363	8.642051693	7.483815777	9.503825738	11.02928723	8.388017285	10.33203655	7.581200582	7.6794801	7.915879379	8.174925683	8.681238412	9.888743249	8.864186145
CXCL1	6.554588852	7.761551232	5.857980995	7.826548487	7.199672345	5.523561956	9.778898476	7.22881869	6.569855608	6.721099189	6.108524457	7.924812504	7.430452552	6.781359714	7.06608919	5.491853096	9.154818109	6.491853096	6.918863237	7.614709844	7.199672345	8.312882955	6.06608919	8.487840034	6.303780748	9.162391329	5.820178962	7.942514505	6.392317423	9.12541347	7.044394119	5.727920455	7.64385619	6.554588852	7.933690655	7.049848549	7.930737338	7.103287808	6.266786541	12.62570884	8.022367813	6.442943496	7.370687407	7.804131021	6.129283017	9.447083226	5.832890014	8.968666793	4.95419631	5.857980995	6.108524457	8.330916878	5.95419631	6.54689446	10.25502857	7.108524457	6.539158811	9.731319031	7	6.781359714	6.912889336	6.375039431	7.550746785	7.409390936	10.55698496	7.184875343	6.87036472	6.303780748	5.906890596	6.693486957	6.584962501	10.04165915	7.22881869	7.129283017	10.19352536	5.95419631	7.348728154	6.491853096	8.06608919	8.497851837	8.049848549	7.45532722	12.34540525	8.033423002	6.971543554	6.276124405	6.459431619	7.303780748	7.266786541	7.451211112	7.339850003	7.209453366	7.54689446	7.071462363	6.584962501	6.64385619	6.813781191	6.321928095	7.294620749	7.098032083	8.044394119	7.588714636	7.714245518
CXCL2	7.118941073	8.592457037	7.73470962	8.985841937	8.461479447	6.442943496	7.299208018	8.231221181	6.475733431	7.396604781	6.209453366	9.390168956	8.335390355	7.366322214	7.607330314	6.912889336	10.10000522	6.022367813	7.539158811	8.447083226	8.016808288	10.01402047	6.754887502	9.647458426	7.044394119	10.05528244	6.339850003	8.651051691	7.139551352	9.903128677	7.672425342	6.965784285	8.319672121	7.654636029	9.038918989	7.820178962	8.672425342	8.294620749	7.169925001	10.53332973	8.77478706	7.290018847	7.906890596	8.569855608	7.459431619	10.61148594	6.658211483	9.933690655	5.584962501	6.569855608	6.584962501	9.678600139	6.77478706	7.238404739	10.52356196	6.442943496	7.209453366	10.50382574	7.751544059	7.459431619	8.14974712	7.375039431	8.754887502	7.113742166	11.79197682	8.63481105	7.829722735	7.339850003	9.091435386	7.312882955	7.396604781	10.76071995	8.368506462	8.224001674	8.794415866	6.62935662	7.654636029	7.108524457	8.884170519	9.723660944	7.339850003	8.027905997	12.62021983	9.743151394	7.754887502	7.357552005	7.21916852	8.368506462	8.434628228	8.744833837	8.632995197	8.022367813	8.784634846	8.317412614	6.599912842	7.584962501	7.451211112	7.098032083	8.741466986	8.071462363	8.815383296	8.310612782	8.442943496
CXCL3	6.894817763	8.285402219	6.321928095	8.162391329	7.499845887	5.857980995	6.14974712	7.820178962	6.266786541	7.118941073	6.700439718	8.865733271	7.741466986	7.129283017	7.417852515	5.781359714	9.230020436	5.832890014	7.189824559	8.057991723	7.721099189	8.764871591	6.392317423	8.854868383	6.554588852	9.461479447	6.087462841	8.28771238	6.599912842	9.825753833	7.033423002	6.294620749	7.622051819	7.214319121	8.445014846	7.339850003	8.169925001	7.686500527	6.807354922	9.979425195	8.495855027	6.8008999	7.636624621	8.28077077	6.768184325	9.995767151	6.055282436	9.449148645	5.108524457	6.06608919	6.189824559	9.290018847	6.321928095	6.794415866	9.474719947	6.459431619	6.977279923	10.169925	7.353146825	7.238404739	7.383704292	6.451211112	8.027905997	6.54689446	10.65105169	8.047123912	7.434628228	6.77478706	7.400879436	6.924812504	7.098032083	10.31967212	7.8008999	7.636624621	9.121533517	6.303780748	7.257387843	6.714245518	8.447083226	9.296916207	7.06608919	7.238404739	10.85486838	8.479780264	7.459431619	6.807354922	6.686500527	7.686500527	8.098032083	7.86727874	7.960001932	7.781359714	8.049848549	7.942514505	6.383704292	7.189824559	7.189824559	6.599912842	8.182394353	7.54689446	8.366322214	8.169925001	7.77478706
CXCL8	7.857980995	8.949826711	6.658211483	9.060695932	8.326429487	6.294620749	6.22881869	8.326429487	6.459431619	7.640244936	6.285402219	9.48984796	8.068778278	7.577428828	7.864186145	6.129283017	10.35149141	6.06608919	7.758223215	8.73470962	8.169925001	9.37286506	6.857980995	9.627533884	7.118941073	10.77231457	6.339850003	8.882643049	7.06608919	10.20640391	7.577428828	6.108524457	8.164906927	7.700439718	9.036173613	7.405141463	8.807354922	8.299208018	7.434628228	11.25236977	8.826548487	7.159871337	8.068778278	8.440869168	6.592457037	10.86263736	6.491853096	10.13570929	5.459431619	9.194756854	6.672425342	9.620219826	6.459431619	7.312882955	9.562242424	6.523561956	7.417852515	10.87152026	7.668884984	7.189824559	8.105908509	9.532355925	8.459431619	6.475733431	11.51816136	8.184875343	7.703903573	7.430452552	6.285402219	7.584962501	7.388017285	10.81217731	8.243173983	7.882643049	6.876516947	6.400879436	7.562242424	7.569855608	9.011227255	9.719388821	7.577428828	7.807354922	10.93110683	9.038918989	8.194756854	7.383704292	7.139551352	9.11504365	8.262094845	8.383704292	8.802516365	8.238404739	8.430452552	8.37721053	6.417852515	7.622051819	8.569855608	7.098032083	8.098032083	8	8.754887502	8.409390936	7.876516947
CXXC1	8.129283017	9.220378328	7.686500527	9.262094845	13.5921066	6.768184325	6.693486957	9.084808388	6.794415866	9.136991112	10.48784003	9.724513853	8.677719642	8.842350343	8.403012024	6.409390936	10.57459353	6.499845887	13.14418024	9.599912842	8.957102042	12.32656993	7.475733431	10.04575966	10.82892983	10.62570884	6.918863237	9.698704667	8.28077077	10.68123841	7.651051691	7.357552005	8.487840034	7.988684687	9.325305455	8.209453366	8.854868383	9.462502273	8.746514321	10.51520703	9.965062757	7.686500527	8.236014192	8.985841937	10.42206477	11.64069684	7.087462841	10.34762137	6.22881869	8.990103964	9.445014846	10.33873638	10.49835061	7.636624621	9.920352855	8.157346935	7.864186145	11.64565843	8.095397023	8.019590728	8.842350343	7.189824559	8.985841937	9.694357887	12.0164601	8.758223215	7.971543554	7.988684687	9.6794801	8.184875343	9.086136225	11.08447624	8.933690655	8.86727874	8.463524373	9.622966945	8.038918989	7.857980995	9.612868497	9.854868383	10.51865316	9.202123824	12.46887855	9.596189756	8.636624621	8.330916878	8.857980995	8.864186145	8.754887502	9.285402219	8.903881846	8.686500527	11.04984855	9.260919534	7.087462841	8.052568051	8.511752654	7.693486957	8.407267764	8.383704292	9.497851837	9.240791332	11.88950396
DAAM1	7.233619677	9.33315535	7.139551352	8.857980995	9.011227255	6.614709844	7.515699838	8.918863237	8.315149562	8.06608919	7.016808288	9.584962501	8.86727874	7.912889336	8.927777962	6.417852515	10.64385619	6.475733431	7.985841937	8.915879379	9.932214752	9.571752644	7.17990909	9.955649908	9.167418146	10.42731284	6.523561956	12.14449893	7.903881846	10.58308277	10.18239435	6.159871337	8.426264755	8.400879436	9.345405247	7.487840034	9.007027267	8.693486957	7.768184325	9.690871009	9.181152257	7.430452552	8.164906927	12.63515127	6.741466986	11.18858885	8.592457037	10.50084188	6.266786541	9.636624621	7.519636253	10.14784089	7.409390936	7.426264755	9.361943774	6.832890014	7.700439718	10.98049664	8.346513733	7.562242424	12.39298816	8.588714636	8.357552005	8.413627929	11.76570049	10.71209705	7.84862294	11.18735207	12.72387422	7.74819285	7.714245518	11.19105921	11.36796071	10.033423	8.465566405	9.298062568	10.99859043	12.66111003	9.373952655	9.71596199	8.566054038	10.61608931	8.294620749	9.396604781	8.25502857	9.116343961	9.407267764	9.935901682	8.861086906	8.741466986	11.22098285	10.68211676	8.927777962	8.758223215	8.209453366	7.741466986	7.807354922	7.851749041	8.266786541	8.914385132	9.236014192	8.906890596	8.554588852
DAP	6.483815777	7.339850003	5.882643049	7.06608919	6.531381461	5.209453366	5.523561956	6.768184325	5.754887502	6.247927513	5.754887502	7.396604781	6.658211483	6.426264755	6.577428828	5.087462841	8.30833903	5.672425342	6	6.977279923	6.882643049	7.519636253	5.569855608	7.741466986	6.50779464	8.28077077	5.459431619	7.417852515	6.965784285	8.527477006	6.076815597	5.357552005	6.392317423	7.768184325	7.17990909	6.714245518	7.577428828	6.845490051	6.768184325	7.665335917	7.366322214	5.95419631	7.224001674	6.960001932	5.781359714	8.876516947	5.599912842	8.475733431	4.832890014	5.672425342	5.614709844	8.047123912	5.459431619	6.994353437	7.569855608	6.011227255	5.857980995	9.192292814	6.857980995	5.95419631	6.50779464	5.882643049	6.851749041	7.124121312	9.498849207	6.672425342	6.312882955	6.348728154	5.523561956	6.554588852	6.247927513	9.857980995	6.614709844	6.876516947	6.599912842	5.882643049	6.409390936	6.442943496	7.539158811	7.77478706	6.658211483	6.672425342	5.584962501	7.299208018	6.442943496	6.442943496	7.199672345	6.906890596	6.948367232	6.977279923	6.942514505	6.686500527	6.672425342	6.845490051	6	7.487840034	6.442943496	6.266786541	6.475733431	6.658211483	7.62935662	7.092757141	7.754887502
DAPK1	7.839203788	9.688250309	7.353146825	9.66088727	9.627533884	6.971543554	7.8008999	9.247927513	7.129283017	8.262094845	6.754887502	10.2485206	9.027905997	7.845490051	8.154818109	6.584962501	10.91737208	6.426264755	8.243173983	9.5980525	9.076815597	10.03960452	7.238404739	10.4807902	7.77478706	10.87651695	6.714245518	9.64385619	7.8008999	11.05188866	8.076815597	6.584962501	8.791162889	8.449148645	9.725366258	7.845490051	9.479780264	8.903881846	8.21916852	10.25443815	9.611946942	7.864186145	8.357552005	9.113742166	6.924812504	11.45378506	6.960001932	10.85408918	5.584962501	6.64385619	7.14974712	10.45018025	7.129283017	8.124121312	10.01402047	7.011227255	8.312882955	11.57341051	10.215533	8.68474862	8.741466986	6.930737338	9.582141982	9.214319121	12.33371443	9.154818109	8.214319121	8.103287808	8	8.247927513	8.144658243	11.60871685	8.990103964	8.417852515	7.654636029	7.204571144	8.558420713	9.35974956	9.810571635	10.23062093	8.243173983	8.294620749	6.321928095	9.945443836	8.897845456	7.936637939	7.864186145	9.294620749	9.197216693	9.262094845	9.348728154	8.797661526	9.092757141	9.30833903	7.169925001	9.324180547	7.965784285	7.945443836	8.980139578	8.73978061	9.65731845	9.435670261	8.519636253
DCN	6.77478706	8.103287808	5.930737338	7.791162889	7.092757141	5.672425342	6.044394119	7.535275377	8.77148947	6.459431619	5.930737338	8.243173983	7.118941073	6.936637939	6.906890596	5.409390936	8.912889336	5.906890596	6.62935662	7.599912842	7.348728154	8.074141463	6.129283017	8.370687407	6.06608919	8.826548487	5.658211483	8.306061689	6.924812504	9.131856961	6.62935662	6.339850003	7.21916852	7.055282436	7.845490051	7.290018847	7.693486957	7.209453366	6.707359132	8.370687407	7.797661526	6.409390936	7.487840034	7.523561956	6.06608919	9.563196272	5.794415866	8.924812504	4.977279923	9.324180547	5.95419631	8.46760555	5.672425342	6.321928095	8.159871337	6.523561956	6.426264755	9.840777924	7.060695932	6.569855608	8.124121312	6.693486957	7.164906927	7.087462841	10.1792871	7.442943496	6.826548487	6.392317423	6.64385619	6.912889336	6.584962501	10.38046107	7.005624549	8.501837185	6.64385619	6.475733431	7.022367813	6.523561956	7.768184325	8.285402219	6.807354922	8.355351096	5.672425342	7.832890014	7.129283017	6.95419631	6.73470962	7.330916878	7.266786541	7.607330314	7.499845887	7.092757141	9.399811959	7.199672345	6.189824559	6.62935662	6.592457037	6.266786541	7.50779464	7.005624549	7.885696373	7.50779464	7.994353437
DCTN1	12.92072502	12.88893347	11.2911707	10.97620609	10.26502894	12.81137469	12.40939094	10.42888355	11.72749507	11.66533592	9.535275377	11.96108789	11.31571566	11.2772874	11.94580958	8.63481105	14.891404	9.972979786	12.63492447	11.52331691	10.94544384	11.9695664	11.60871685	12.85252951	12.93387504	11.84979602	8.558420713	11.49535539	11.34762137	11.55650605	10.27496047	10.65374078	10.32080055	9.938109326	10.70173964	13.08048446	11.38316426	10.67991988	11.98085361	11.23780747	11.57766485	10.04984855	12.42927596	10.94178124	9.843921051	11.77889848	9.348728154	11.40620501	11.88034881	9.764871591	10.0409746	11.32895536	10.16364968	10.75988818	11.27321281	10.35645197	9.063395081	12.60060985	10.23002044	10.68211676	10.70735913	11.27844946	10.28886607	9.781359714	13.03092572	12.812077	9.738936682	9.094077686	10.14974712	9.555547772	10.46352437	12.57506646	11.51076417	11.89557528	12.77231457	9.46760555	11.88950396	11.51471405	11.45891921	12.0950673	11.04712391	11.3553511	10.91886324	11.06035818	12.2610665	11.32558655	10.72494012	10.19475685	11.15228484	10.8008999	10.94982671	11.14593215	12.17523765	12.54930337	8.714245518	10.04984855	11.57553925	11.88683971	10.59618976	10.64745843	12.04575966	11.3089078	10.25502857
DDIT3	9.38478375	10.45738088	8.383704292	10.69783636	9.797661526	7.584962501	6.942514505	10.29519496	7.668884984	8.876516947	7.535275377	11.10164745	9.703903573	8.972979786	8.921840937	7.247927513	11.77313921	7.076815597	9.204571144	10.10000522	11.1179677	10.8989792	8.30833903	11.18673329	8.724513853	11.60037755	8.808964175	10.23601419	8.328674927	11.77807713	8.804131021	7.129283017	9.810571635	9.348728154	10.5574637	8.315149562	10.43358544	9.938109326	9.060695932	11.20884399	10.45532722	8.654636029	9.411510988	9.97441459	8.348728154	12.18021998	7.479780264	11.43931146	6.247927513	7.527477006	7.794415866	11.1234748	7.686500527	8.82336724	11.00772811	7.584962501	8.710806434	12.41547771	8.906890596	8.569855608	9.663558104	8.060695932	10.79603961	7.584962501	13.19090494	9.792790294	9.28771238	8.73809226	7.64385619	8.960001932	9.252665432	12.34360214	9.756556323	9.238404739	7.754887502	7.982993575	8.847057346	8.918863237	10.50779464	11.64813285	9.347621369	9.194756854	9.491853096	11.02340784	9.580258567	8.890264277	8.77148947	10.03066714	9.949826711	10.08613623	10.13185696	9.476746204	10.06204614	10.38262403	7.62935662	9.004220466	8.899356923	8.727920455	9.596189756	9.346513733	10.76735685	10.25620869	9.103287808
DDX53	7.247927513	8.703903573	6.442943496	8.262094845	8.588714636	6.044394119	8.722807531	8.654636029	6.900866808	7.77478706	7.087462841	8.721099189	8.019590728	8.388017285	7.912889336	5.977279923	10.45994385	11.07347215	7.714245518	9.501837185	7.807354922	8.876516947	6.584962501	9.221587121	9.294620749	9.411510988	9.63481105	9.009828617	7.77478706	9.694357887	8.357552005	6.199672345	7.46760555	8.016808288	11.24198315	7.611024797	8.491853096	7.781359714	10.26912668	8.982993575	8.533329732	7.813781191	8.54689446	8.118941073	6.577428828	10.14210706	6.942514505	9.810571635	7.22881869	6.392317423	7	9.139551352	6.392317423	8.816983623	9.084808388	6.918863237	7.087462841	10.12605912	8.008428622	7.113742166	8.527477006	6.971543554	8.243173983	10.26091953	10.8587581	8.503825738	7.558420713	6.965784285	6.539158811	7.312882955	7.238404739	10.14274528	7.839203788	9.952741247	7.400879436	7.139551352	9.197216693	9.764042217	8.388017285	9.172427509	7.475733431	9.773963368	6.22881869	8.523561956	7.531381461	7.531381461	7.103287808	7.95419631	8.577428828	8.214319121	8.194756854	7.693486957	8.654636029	7.927777962	6.554588852	7.515699838	7.055282436	6.87036472	8.082149041	8.459431619	8.469641817	8.339850003	8.675957033
DENND4B	9.053925882	9.733015322	8.991521846	9.240791332	8.434628228	10.78953364	9.044394119	8.917372079	7.330916878	7.95419631	8.839203788	14.10987145	10.11699368	10.62296694	8.527477006	6.599912842	10.41045135	8.357552005	14.54230642	9.64385619	8.820178962	10.65105169	8.945443836	9.975131457	8.131856961	10.2737956	7.098032083	12.19567979	7.754887502	10.84705735	8.451211112	10.8560364	8.194756854	8.654636029	9.631177056	9.725366258	9.052568051	10.06272077	9.005624549	10.7548875	10.05799172	8.116343961	9.640244936	9.154818109	8.2644426	12.26370934	7.475733431	9.967226259	7.055282436	8.87036472	10.14847658	11.33119688	8.236014192	7.888743249	10.15860969	9.649256178	11.27554256	10.84705735	8.068778278	8.129283017	9.902375114	10.033423	9.498849207	8.17990909	11.76507886	10.05324713	8.77148947	7.960001932	8.348728154	8.28077077	8.434628228	10.64925618	8.714245518	10.04028972	9.124121312	8.339850003	9.845490051	12.41851149	9.413627929	11.63888838	9.929258409	11.64227738	8.06608919	9.4325419	8.758223215	8.73809226	7.77478706	8.705632387	10.27961058	9.917372079	12.27844946	8.519636253	10.02513956	10.08613623	7.876516947	10.05799172	7.882643049	10.09473751	8.759888183	9.612868497	10.16176174	10.49635449	9.689997971
